player_id,gender,time_category,n_games,avg_elo,exchange_rate,tension_duration,avg_mobility,center_control_score,advanced_pawn_push_rate,pawn_storm_indicator,castling_ply,king_shelter_score,forcing_move_rate,reactive_move_rate
P00034,female,blitz,25,2502.08,0.23384615384615387,3.1516190476190475,58.42461538461538,17.944615384615386,0.09846153846153846,0.04307692307692308,20.0625,2.8338461538461535,0.49846153846153846,0.5138461538461538
P00085,female,blitz,1,2573.0,0.23076923076923078,2.3846153846153846,54.15384615384615,17.076923076923077,0.07692307692307693,0.0,36.0,2.3076923076923075,0.5384615384615384,0.6153846153846154
P00085,female,bullet,24,2640.1666666666665,0.2527472527472528,2.807525113775114,55.39743589743589,16.3470695970696,0.07371794871794872,0.028846153846153844,24.842105263157894,2.812271062271062,0.5526556776556777,0.565018315018315
P00110,female,bullet,25,2475.08,0.2504428904428904,2.920024198024198,59.826573426573425,17.827505827505828,0.06517482517482517,0.006153846153846154,19.954545454545453,3.0964102564102562,0.5537529137529138,0.5710955710955711
P00111,female,blitz,25,2449.2,0.24615384615384617,3.4331904761904766,59.57538461538462,17.553846153846155,0.07692307692307693,0.036923076923076927,19.72,3.030769230769231,0.5292307692307693,0.5292307692307693
P00165,female,blitz,25,2422.92,0.24884615384615386,3.0685440115440117,57.456923076923076,17.549615384615386,0.07884615384615384,0.024615384615384615,16.84,3.0038461538461534,0.5942307692307692,0.5665384615384615
P00215,female,blitz,13,1944.5384615384614,0.3448858833474218,2.443864468864469,55.56382079459002,16.884192730346577,0.04733727810650888,0.01775147928994083,19.75,2.650887573964497,0.6576500422654269,0.6229923922231614
P00215,female,rapid,12,2072.0,0.32083333333333336,3.2062500000000003,56.312339743589746,17.17820512820513,0.055128205128205134,0.006410256410256411,21.375,2.5392628205128207,0.6954059829059829,0.6174145299145299
P00216,female,blitz,24,2766.5416666666665,0.22115384615384617,3.281939935064935,58.43589743589744,18.612179487179485,0.05448717948717949,0.05128205128205129,20.181818181818183,3.0096153846153846,0.4903846153846154,0.5128205128205129
P00216,female,bullet,1,2612.0,0.15384615384615385,3.4,63.38461538461539,20.76923076923077,0.07692307692307693,0.07692307692307693,9.0,2.0,0.46153846153846156,0.5384615384615384
P00222,female,blitz,25,2526.16,0.23076923076923075,3.24958658008658,60.230769230769226,18.018461538461537,0.06461538461538462,0.06153846153846154,17.363636363636363,2.836923076923077,0.4584615384615385,0.5384615384615384
P00232,female,blitz,25,2573.32,0.21594405594405597,3.872737040737041,57.95608391608392,17.283916083916083,0.07692307692307693,0.02153846153846154,14.08695652173913,3.252307692307692,0.5227972027972028,0.5731468531468531
P00249,female,blitz,24,1969.7083333333333,0.2696314102564103,3.193882275132275,59.69030448717948,17.540464743589745,0.08934294871794872,0.050080128205128215,22.238095238095237,2.8064903846153846,0.5801282051282052,0.5368589743589743
P00249,female,rapid,1,1686.0,0.3333333333333333,7.0,62.0,19.666666666666668,0.0,0.0,12.0,3.3333333333333335,0.6666666666666666,0.6666666666666666
P00269,female,blitz,25,2370.8,0.2678756798756799,3.371933621933622,57.20300466200466,17.227495726495725,0.13316239316239317,0.03965811965811966,18.55,2.97791452991453,0.574886557886558,0.6095446775446776
P00286,female,blitz,25,2093.36,0.24666666666666667,2.9027521367521363,57.86282051282052,17.352564102564102,0.055384615384615386,0.03076923076923077,20.666666666666668,2.8397435897435894,0.5620512820512821,0.5153846153846154
P00287,female,blitz,12,1908.8333333333333,0.3428127428127428,2.765277777777778,58.181636881636884,18.28918673918674,0.10325692825692827,0.0349002849002849,11.181818181818182,3.242877492877493,0.6469308469308469,0.5527195027195028
P00287,female,rapid,1,2402.0,0.375,1.25,60.625,14.875,0.0,0.0,16.0,4.0,0.875,0.875
P00289,female,blitz,25,2241.24,0.23153846153846153,2.923226551226551,57.707692307692305,17.201538461538462,0.046153846153846156,0.036923076923076927,19.904761904761905,2.9346153846153844,0.4930769230769231,0.5753846153846154
P00299,female,rapid,25,2346.04,0.2516783216783217,3.0087301587301583,59.29312354312355,18.337226107226105,0.10906759906759907,0.04363636363636364,19.454545454545453,2.707016317016317,0.5962237762237763,0.4874592074592075
P00300,female,bullet,25,2626.2,0.2456993006993007,2.8596046176046177,59.58635198135198,17.510641025641025,0.1020979020979021,0.0676923076923077,9.409090909090908,3.118076923076923,0.6271212121212121,0.576060606060606
P00303,female,blitz,25,2329.96,0.22461538461538463,3.3148138528138533,57.31076923076923,17.064615384615383,0.06153846153846154,0.024615384615384615,20.6,2.5415384615384617,0.5138461538461538,0.5815384615384616
P00352,female,blitz,13,2371.0,0.1789940828402367,3.420253112900172,57.630177514792905,17.143491124260354,0.08333333333333334,0.03007889546351085,21.076923076923077,2.7628205128205128,0.5236686390532544,0.5290927021696252
P00352,female,bullet,12,2264.3333333333335,0.3025641025641026,3.508134920634921,61.23205128205128,18.201923076923077,0.06794871794871794,0.046794871794871795,20.818181818181817,2.8365384615384617,0.6224358974358974,0.5820512820512821
P00357,female,blitz,25,2248.36,0.20534798534798537,4.163751803751804,58.78380952380952,17.111501831501833,0.07032967032967033,0.027692307692307693,20.772727272727273,3.017948717948718,0.49428571428571433,0.5265201465201466
P00393,female,blitz,3,2305.0,0.48290598290598297,2.478835978835979,57.833333333333336,17.064102564102566,0.1111111111111111,0.025641025641025644,17.5,2.444444444444444,0.717948717948718,0.6880341880341879
P00393,female,bullet,17,2464.294117647059,0.2836852689793867,2.546638655462185,57.82044997486174,17.88279286073404,0.09282302664655606,0.024949723479135242,16.5,2.9421820010055306,0.6426596279537455,0.6084715937657114
P00393,female,rapid,5,2371.0,0.3230769230769231,2.5644444444444447,55.72307692307693,17.53846153846154,0.046153846153846156,0.0,14.4,2.5384615384615383,0.6461538461538462,0.6461538461538462
P00398,female,blitz,25,2571.72,0.23384615384615387,3.194640692640693,57.92,17.307692307692307,0.07384615384615385,0.015384615384615385,14.208333333333334,3.0523076923076924,0.5876923076923077,0.5415384615384615
