player_id,gender,time_category,n_games,avg_elo,exchange_rate,tension_duration,avg_mobility,center_control_score,advanced_pawn_push_rate,pawn_storm_indicator,castling_ply,king_shelter_score,forcing_move_rate,reactive_move_rate
P00001,female,blitz,25,1994.6,0.22153846153846155,3.059238095238095,58.931384615384616,18.14,0.12461538461538461,0.062461538461538464,15.3,3.0603076923076924,0.5458461538461539,0.5455384615384615
P00001,female,rapid,8,1970.125,0.25,3.044295634920635,60.05769230769231,18.548076923076923,0.06730769230769232,0.038461538461538464,12.375,3.2211538461538463,0.6153846153846154,0.4903846153846154
P00007,female,bullet,100,2698.48,0.28231157731157736,3.120534798534799,58.938417249417256,18.01563480963481,0.08351981351981352,0.03676573426573427,19.34090909090909,2.446109557109557,0.607950271950272,0.5559452214452214
P00008,female,blitz,14,2212.3571428571427,0.23076923076923078,3.062920016491445,58.263736263736256,17.021978021978022,0.1098901098901099,0.027472527472527476,21.846153846153847,2.901098901098901,0.5604395604395604,0.543956043956044
P00010,female,blitz,27,2465.4074074074074,0.2503956948401393,3.1987520709742934,57.517252295030076,17.57043368154479,0.10794555238999684,0.04685026907249129,14.782608695652174,3.0712250712250713,0.5561886672997784,0.53213042101931
P00010,female,bullet,73,2475.4520547945203,0.262714606550223,2.939200335433212,58.52990894189525,17.489564773126418,0.0752732807527328,0.04253280965609733,17.303030303030305,3.1053261806686465,0.563482293961746,0.5347989909633745
P00017,female,rapid,13,1764.6153846153845,0.242603550295858,3.055844155844156,61.75739644970414,18.19526627218935,0.07692307692307693,0.05325443786982249,21.0,3.1124260355029585,0.5029585798816568,0.5207100591715976
P00018,female,blitz,88,2461.5227272727275,0.2569515711561166,3.183283194078648,58.877634297520665,18.110663200435926,0.0883145263827082,0.046998834498834505,19.272727272727273,2.916433944843036,0.5373893152302244,0.5699215557170102
P00018,female,bullet,12,2479.1666666666665,0.27564102564102566,2.685119047619048,58.40384615384616,17.67948717948718,0.05769230769230769,0.025641025641025644,19.0,2.7115384615384617,0.5512820512820513,0.5576923076923077
P00019,female,blitz,100,2263.45,0.2589758852258852,3.0907268009768014,60.235284188034186,17.73147863247863,0.08123931623931624,0.03880341880341881,21.719101123595507,2.8447090964590966,0.5359459706959707,0.5291275946275946
P00026,female,blitz,42,1878.2380952380952,0.2933247308247308,2.7857924482924483,57.856291856291854,17.766918266918267,0.08753977503977504,0.04576673326673327,18.675675675675677,2.9454156954156954,0.5926295926295927,0.5635799385799386
P00026,female,bullet,53,1865.622641509434,0.2957844042749703,2.723194886874132,59.033808330034745,17.649159959537318,0.06610370761314158,0.03338171262699565,17.166666666666668,2.96587720455645,0.619967453929718,0.548898271539781
P00026,female,rapid,5,1941.4,0.37948717948717947,3.2438095238095235,58.2051282051282,17.812820512820515,0.0641025641025641,0.0,19.0,2.871794871794872,0.735897435897436,0.517948717948718
P00033,female,blitz,21,2485.8571428571427,0.2527472527472528,2.9271919879062738,59.62637362637363,18.047619047619047,0.05128205128205129,0.025641025641025644,15.7,3.0769230769230766,0.5567765567765568,0.5714285714285714
P00033,female,rapid,9,1862.888888888889,0.20512820512820515,4.218871252204585,62.199999999999996,18.785470085470088,0.06837606837606838,0.025641025641025644,16.444444444444443,3.364957264957265,0.517948717948718,0.4205128205128205
P00034,female,blitz,100,2477.44,0.2225874125874126,3.377961038961039,58.86643356643357,17.933426573426573,0.08104895104895105,0.037832167832167835,19.746987951807228,2.9455244755244756,0.4976223776223776,0.4805594405594406
P00035,female,blitz,28,1949.25,0.27160081981510553,3.326466192537621,59.55923382173382,17.666721175649748,0.07234432234432234,0.019459706959706963,17.0,2.9067896389324965,0.5365362811791383,0.5016156462585034
P00035,female,bullet,48,1911.0833333333333,0.24542540792540793,3.370784597347097,59.98263403263403,18.13362470862471,0.10125291375291375,0.05608974358974359,20.58139534883721,2.7694638694638694,0.5437645687645688,0.5030594405594405
P00035,female,rapid,2,1824.5,0.15384615384615385,4.25,59.38461538461539,18.153846153846153,0.07692307692307693,0.11538461538461539,26.5,2.8846153846153846,0.4230769230769231,0.46153846153846156
P00037,female,blitz,8,1680.625,0.21153846153846156,4.630208333333333,56.36538461538461,17.240384615384617,0.11538461538461539,0.038461538461538464,19.0,2.7980769230769234,0.5384615384615384,0.5384615384615384
P00037,female,rapid,21,1974.142857142857,0.2310744810744811,3.268218950361807,56.53021978021978,17.03174603174603,0.05128205128205129,0.04395604395604396,17.5,3.2054334554334556,0.5173992673992673,0.5143467643467643
P00039,female,blitz,94,2353.7340425531916,0.2603014597695449,2.8550450731301797,59.03084135132007,17.694321488204466,0.0810725917108896,0.03273322422258593,16.976744186046513,3.024436261138389,0.5827381838020136,0.5752492188662401
P00039,female,rapid,6,2101.5,0.2202797202797203,3.8703703703703702,59.38927738927739,17.986013986013987,0.1048951048951049,0.04079254079254079,17.8,3.3216783216783217,0.5244755244755245,0.47086247086247085
P00042,female,blitz,100,2186.1,0.26735431235431234,3.32668537018537,57.89643881118881,17.698259906759905,0.09592832167832169,0.04883216783216784,15.808510638297872,2.8662948717948717,0.5365722610722611,0.5195850815850815
P00044,female,bullet,61,2316.7704918032787,0.2376380450150942,3.1294395950133653,58.63079024800336,17.313905766364783,0.06475218770300738,0.03783102143757882,17.53448275862069,2.907042684091864,0.5167163437655241,0.5480090947304062
P00045,female,blitz,7,2097.0,0.27472527472527475,2.8976808905380333,60.285714285714285,18.560439560439562,0.07692307692307694,0.04395604395604396,19.333333333333332,2.978021978021978,0.5604395604395604,0.6813186813186813
