player_id,gender,title,elo_band,player_mean_elo,time_category,n_games,avg_elo,exchange_rate,tension_duration,avg_mobility,center_control_score,advanced_pawn_push_rate,pawn_storm_indicator,castling_ply,king_shelter_score,forcing_move_rate,reactive_move_rate
P00002,male,IM,2500+,3070.0,blitz,84,3112.154761904762,0.1776556776556776,3.79823113394542,60.29029304029304,18.32600732600733,0.057692307692307675,0.03205128205128204,19.602564102564102,2.684065934065934,0.4716117216117216,0.5274725274725275
P00002,male,IM,2500+,3070.0,bullet,7,3175.5714285714284,0.2912087912087912,2.919882498453927,54.353846153846156,16.77802197802198,0.032967032967032954,0.021978021978021973,23.6,2.3868131868131863,0.4989010989010989,0.5538461538461539
P00002,male,IM,2500+,3070.0,rapid,9,2594.8888888888887,0.27117327117327117,3.542087542087542,62.23076923076923,19.360528360528363,0.06293706293706292,0.0,14.0,3.2121212121212124,0.560994560994561,0.4724164724164724
P00014,male,FM,2000-2499,2444.9,blitz,3,2597.6666666666665,0.3162393162393162,2.4518518518518517,56.88034188034188,15.826210826210826,0.025641025641025633,0.025641025641025633,20.0,2.715099715099715,0.6068376068376068,0.6210826210826211
P00014,male,FM,2000-2499,2444.9,bullet,88,2480.8295454545455,0.2839509606555061,2.754682375705103,53.373788364413365,16.25931044965136,0.07910508052553505,0.030744508017235283,16.06153846153846,2.7406556827011372,0.5853401648856195,0.5962980201616565
P00014,male,FM,2000-2499,2444.9,rapid,9,2042.4444444444443,0.3333333333333333,2.8808154645873945,61.888888888888886,19.162393162393162,0.0769230769230769,0.01709401709401709,21.444444444444443,3.042735042735043,0.5726495726495726,0.5213675213675213
P00016,male,IM,2500+,2993.9,blitz,100,2993.91,0.26371367521367517,3.26684638972139,57.18113247863248,17.229649572649574,0.06119230769230768,0.02792307692307691,17.83695652173913,2.924,0.5320982905982906,0.5489871794871795
P00021,male,CM,1500-1999,1833.1,blitz,14,1833.142857142857,0.27930402930402926,3.0517573696145126,59.39331501831502,18.141025641025642,0.10439560439560437,0.02793040293040292,16.923076923076923,2.672161172161172,0.6066849816849818,0.5668498168498168
P00023,male,CM,2000-2499,2152.0,blitz,21,2281.2380952380954,0.28083028083028083,2.894331065759637,58.573565323565326,17.666666666666668,0.0882173382173382,0.029304029304029294,14.333333333333334,2.8574481074481075,0.5723443223443224,0.561050061050061
P00023,male,CM,2000-2499,2152.0,bullet,79,2117.6582278481014,0.2826527199944921,2.5618508776736624,56.7324151938076,16.765614764981855,0.10399221032132422,0.04965920155793572,16.4,2.954226294099712,0.5860833259567436,0.5626233119904006
P00024,male,CM,2000-2499,2007.1,blitz,100,2007.14,0.260255994005994,3.217215118215118,59.896669580419584,18.014981240981243,0.07964205239205238,0.031879231879231876,21.275,2.8913276445776446,0.5269855144855145,0.5114811022311022
P00027,male,FM,2500+,2697.4,blitz,18,2567.222222222222,0.27678062678062676,3.2527056277056277,56.7190170940171,17.369729344729347,0.07264957264957264,0.0388176638176638,15.5625,2.9968660968660967,0.6324074074074074,0.5485042735042734
P00027,male,FM,2500+,2697.4,bullet,80,2738.925,0.25310897435897434,3.161650398212898,57.59971153846154,16.940384615384616,0.08643162393162392,0.0518162393162393,12.464788732394366,3.1348076923076924,0.5630555555555555,0.5089636752136751
